index,domain,ai_summary,homepage_kb,internal_links,google_indexed_pages,estimated_visitors
59,166.az,"6 Avqust 2021 “166 Logistika Akademiyası""-nın I mərhələsinin nəticələri açıqlandı 14 Yanvar 2021 Tanınmış logistika şirkəti beynəlxalq sertifikatlara sahib olub 10 Dekabr 2020 “Qarabağa Doğru” layihəsi çərçivəsində cəbhəyə 1000 tondan artıq yük daşındı 1 Dekabr 2020 “166 Logistika Akademiyası - 2020” layihəsinə 41 nəfər tələbə və məzun qəbul olundu 1 Oktyabr 2020 Azərbaycanın iki böyük şirkəti ordumuza dəstək üçün birləşdi Müştəri rəyləri Fərdi Müştərilər Korporativ Müştərilər Rəy göndər Seymur Salahov 14 Yanvar 2021 Yükdaşıma və usta xidmətindən istifadə etdim. Təşəkkür edirəm😊 Fidan Dadaşova 14 Yanvar 2021 166 Təmizlik xidmətindən istifadə etdim. Yük taksisi və yükdaşıma xidməti ilə mebellərim heç bir zərər görmədən yeni adresimə çatdırıldı və yerləşdirildi. və ya nömrənizi qeyd edin biz sizə zəng edək Göndər Xidmət sifariş ver Addım 1 Xidmət Transport Logistika Yükdaşıma Xalça yuma Təmizlik Xidməti Evakuasiya Anbar Xidməti İşçi qüvvəsi xidməti Usta xidməti Texnoloji həllər HVAC Sanitariya xidməti Karqo xidməti Adınız Əlaqə nömrəsi Addım 2 Addım 3 Xidmət əlavə et TƏKLİF GÖNDƏR Endirim Kodu Əlavə et 10% ENDİRİM Operator sizinlə əlaqə saxlayıb qiymət barədə məlumat verəcək və sifarişi dəqiqləşdirəcək Sifarişi Göndər Çıxmaq istədiyinizə əminsinizmi?",408.03,92,100,80623
60,166cargo.az,Website could not be accessed or has insufficient text for summarization.,19.1,0,100,954
61,166china.az,"Project Logistics Tailored logistics solutions for oversized, complex, and high-value projects. Type * choose Port/Airport Factory/Warehouse Business Address Country * Address Option1 Destination Where are you shipping to? Number of units * CBM CFT KG LB Number of units 20' 40' 40'HC 45'HC Confirm Goods Tell us about your goods Goods value USD AZN Personal Shipment or contains hazardous goods Are your goods ready? Our team is committed to delivering reliable logistics solutions that help you grow, expand, and reach your customers wherever they are.",189.07,1,100,1587
62,166hr.az,166 Karyeranıza doğru ilk addımı bizimlə atın! Daxil ol Məqalələr Təcrübə proqramı 166 Yükdaşıma və Logistika” şirkəti olaraq 6 ildir ki gənclər üçün karyera imkanları yaratmağa davam edirik!,34.5,10,100,1679
63,166hvac.az,Website could not be accessed or has no visible text.,0.0,0,0,0
64,166karqo.az,Website could not be accessed or has insufficient text for summarization.,19.1,0,100,1113
65,166logistika.az,"Project Logistics Tailored logistics solutions for oversized, complex, and high-value projects. Type * choose Port/Airport Factory/Warehouse Business Address Country * Address Option1 Destination Where are you shipping to? Number of units * CBM CFT KG LB Number of units 20' 40' 40'HC 45'HC Confirm Goods Tell us about your goods Goods value USD AZN Personal Shipment or contains hazardous goods Are your goods ready? Our team is committed to delivering reliable logistics solutions that help you grow, expand, and reach your customers wherever they are.",189.07,1,100,1605
66,166qr.az,Website could not be accessed or has insufficient text for summarization.,0.45,0,100,956
67,166servis.az,Website could not be accessed or has insufficient text for summarization.,0.47,0,100,996
68,166tech.az,"Referanslar Müştəri rəyləri Portfolio Xidmətlərimiz Saytların hazırlanması ERP sistemlərinin hazırlanması Mobil tətbiqlərin hazırlanması Korporativ Email hazırlanması Saytlara texniki dəstək Ödəniş sistemlərinin inteqrasiyası Veb sayt dizaynı UX/UI SEO Xidməti | Axtarış Motorunun Optimizasiyası Loqo hazırlanması Bloq Hazır həllər İnsan Resursları İdarəetmə sistemi Taxi şirkətləri üçün mobil proqram Android/İos Onlayn mağaza | Ecommerce saytlar Lombard idarəetmə sistemi Anbar idarəetmə sistemi Avtoservis İdarəetmə Sistemi Xaricdə Təhsil Şirkətləri üçün İdarəetmə Platforması Müəllimlər və Kurslar üçün Onlayn İmtahan Sistemi Ayıq Sürücü Xidməti üçün CRM Maliyyə İdarəetmə Sistemi Kuryer İdarəetmə Sistemi Əlaqə AZ AZ EN RU Qiymət təklifi al Biznesiniz üçün istənilən növ saytların hazırlanması 120 + Layihələr 90 + Müştərilərimiz Bizim xidmətlərimiz 166 Tech komandası olaraq digital həllər, veb-saytlar, ERP sistemləri, mobil tətbiqlər, email xidmətləri, ödəniş sistemlərinin inteqrasiyası və digər xidmətlərlə keyfiyyətli və güvənilir xidmət təklif edir. Sadə izah Daha ətraflı Tez-tez verilən suallar Saytların hazırlanması ERP sistemi Email xidmətləri Ödəniş sistemlərinin inteqrasiyası SEO xidməti Domain adı nədir? Ödəniş sistemlərinin inteqrasiyası nədir? Korporativ email xidmətləri nə üçün vacibdir?",88.82,57,100,11791
69,166temizlik.az,"Temizlik xidmeti üçün doğru seçim | 166temizlik.az Skip to content Sifariş et Sifariş et Ru Tr Previous Next Xidmətlərimiz Ev təmizliyi Ofis təmizliyi Bağ evlərinin təmizliyi Ərazi təmizliyi Fasad təmizliyi Pəncərə təmizliyi Çilçıraq təmizliyi Pərdə və Jaluz Yuma Yumşaq mebellərin kimyəvi təmizliyi Ətirləndirmə xidməti Gözəl ev təmizliyi Yanğın və subasma sonrası təmizlik Otel təmizlənməsi Restoran təmizlənməsi Təmir sonrası təmizlik Kristallaşdırma xidməti Hovuz təmizlənməsi Korporativ təmizlik xidməti Ev təmizlik paketləri 4 saat Evin umumi səliqəyə salınması Döşəmənin quru və nəm təmizlənməsi Sanitar qovşaqların təmizlənməsi Daxili şüşə və güzgülərin silinməsi Mebellərin tozunun alınması Məişət texnikasının üzdən təmizlənməsi Az ləkəli səthlərin təmizlənməsi 1 gün / həftə 90₼ 2 gün / həftə 160₼ 3 gün / həftə 210₼ 8 saat Evin umumi səliqəyə salınması Döşəmənin quru və nəm təmizlənməsi Sanitar qovşaqların təmizlənməsi Daxili şüşə və güzgülərin silinməsi Mebellərin tozunun alınması Məişət texnikasının üzdən təmizlənməsi Yağ, ərp, torlu səthlərin təmizlənməsi Kiçik çılçılaqların təmizlənməsi Divarların tozunun alınması Mətbəxin ümumi səliqəyə salınması Pəncərələrin silinməsi Eyvanın silinməsi Daha az Daha çox 1 gün / həftə 110₼ 2 gün / həftə 200₼ 3 gün / həftə 270₼ 2 saat Bakı - 70 azn Bakı kəndləri - 90 azn ( 1 nəfər xanım kömək məqsədi ilə gəlir) 3 saat Bakı - 80 azn Bakı kəndləri - 100 azn ( 1 nəfər xanım kömək məqsədi ilə gəlir) 4 saat Bakı - 90 azn Bakı kəndləri - 110 azn ( 1 nəfər xanım kömək məqsədi ilə gəlir) 6 saat Bakı - 100 azn Bakı kəndləri - 120 azn ( 1 nəfər xanım kömək məqsədi ilə gəlir) 8 saat Bakı - 110 azn Bakı kəndləri - 130 azn ( 1 nəfər xanım kömək məqsədi ilə gəlir) QEYD Təmizlik zamanı bütün vasitə və təmizləyici maddələr qiymətə daxildir . Yumşaq mebellərin kimyəvi təmizlənməsi qiymətə daxil deyil. Kərimov Fazil      166 Təmizlik Xidmətindən Günay 2, Səbinə 5, Türkan gəldilər, işlədilər razı qaldıq.",212.51,13,100,6814
70,166tender.az,"Tender Salam Hörmətli Tender İştirakçıları, Sizi 166 Yükdaşıma və Logistika (Yük Taksisi.az MMC) adından 2024-cü il üçün nəzərdə tutulmuş “Mühərrik və sütkü yağları” alışı Tenderində iştirak etməyə dəvət edirik. Zəhmət olmasa, aşağıda qeyd olunan forma üzrə 10 çeşiddə mühərrik və sütkü yağları üçün 1 illik tələb edilən miqdarlara əsasən şərtləri də nəzərə alaraq qiymət təkliflərinizi, təhvil müddəti və ödəniş şərtiniz barədə məlumatlar mütləq göstərilməklə qeyd edəsiniz.",35.7,0,100,1060
71,166xalca.az,Website could not be accessed or has no visible text.,0.0,0,0,0
72,1676.az,"1676 Yük daşıma xidməti Sizə zəng edək Previous Next Ölkədaxili yük daşıma Beynəlxalq yük daşıma Evlərin köçürülməsi Ofislərin köçürülməsi Ev heyvanlarının daşınması Qida məhsullarının daşınması Fəhlə xidməti Usta xidməti Anbar xidməti Autsorinq xidməti Kalkulyator Yüklərin daşınması Evlərin daşınması 10 km Ton: 5 10 15 14-18 AZN Otaq sayı: 1 2 3 4 80-110 AZN Ton: 5 10 56-168 AZN Təklif al NİYƏ 1676 YÜK DAŞIMA XİDMƏTİ ? 24/7 Xidmət Büdcənizə qənaət Təhlükəsiz çatdırılma ANA SƏHİFƏ ŞİRKƏT HAQQINDA KORPORATİV TƏKLİFLƏR ƏLAQƏ ÖLKƏDAXİLİ YÜK DAŞIMA BEYNƏLXALQ YÜK DAŞIMA YÜKLƏRİN DAŞINMASI EVLƏRİN KÖÇÜRÜLMƏSİ OFİSLƏRİN KÖÇÜRÜLMƏSİ EV HEYVANLARININ DAŞINMASI QİDA MƏHSULLARININ DAŞINMASI FƏHLƏ XİDMƏTİ USTA XİDMƏTİ ANBAR XİDMƏTİ AUTSORİNQ XİDMƏTİ 070 206 10 16 055 206 10 16 077 416 76 01 Ünvan: Ə.Rəcəbli 27, Bakı",27.67,26,100,2311
73,1676express.az,Website could not be accessed or has no visible text.,0.05,0,0,0
74,1688.az,Website could not be accessed or has no visible text.,0.09,0,0,0
75,171.az,Website could not be accessed or has insufficient text for summarization.,7.04,3,100,1110
76,175.az,Website could not be accessed or has no visible text.,0.0,0,0,0
77,183.az,Website could not be accessed or has no visible text.,0.0,0,0,0
78,189courier.az,Website could not be accessed or has no visible text.,0.0,0,0,0
79,189taxi.az,"189 TAXI 189 Bakıda ilk taksi sifarişi xidmətidir Daha sürətli sifariş üçün mobil tətbiqi yüklə 189 7/24 Dəstək Təkliflərimiz Sifarişlər 189 nömrəli Çağrı Mərkəzi, Android və iOS mobil tətbiqləri vasitəsi ilə həftənin 7 günü, günün 24 saatı qəbul edilir. Əməkdaşlığa başla",20.72,4,100,1293
80,18saylivekilburosu.az,Website could not be accessed or has no visible text.,0.0,0,0,0
81,1905.az,"XƏBƏR AXINI “Hənifə Məlikova-Zərdabi” adına təqaüd proqramında indiyədək 300-ə yaxın tələbə iştirak edib Ramada Plaza Gence – Gəncənin yeni Xəmsəsi, Azərbaycanın qonaqpərvərlik xəritəsində yeni səhifə Paşinyan: Ermənistan Azərbaycandan Türkiyəyə və əks istiqamətə yük maşınlarının tranzitini təmin etməyə hazırdır 1998-ci il mayın 27-də Azərbaycan Xalq Cümhuriyyətinin 80 illik yubileyinə həsr olunmuş təntənəli mərasimdə Azərbaycan Prezidenti Heydər Əliyevin nitqi – 27 may 1998-ci il Ramazan bayramı münasibətilə Azərbaycan xalqına təbrik – Bakı şəhəri, 4 dekabr 2002-ci il Azərbaycan Respublikasının Prezidenti Heydər Əliyevin əfsanəvi qəhrəman Mehdi Hüseynzadənin abidəsi önünə toplaşanlar qarşısında çıxışı – 9 may 1994-cü il Azərbaycan Prezidenti Heydər Əliyevin Böyük Vətən Müharibəsində – İkinci Dünya müharibəsində faşizm üzərində qələbənin 53-cü ildönümü münasibəti ilə təntənəli mərasimdə nitqi – 9 may 1998-ci il 8 Mart Beynəlxalq Qadınlar Gününə həsr olunmuş təntənəli gecədə nitq – Azərbaycan Dövlət Akademik Opera və Balet Teatr, 7 mart 1998-ci il Azərbaycan Respublikasının Prezidenti Heydər Əliyevin Beynəlxalq Qadınlar Günü münasibətilə “Sevil” Azərbaycan qadınları məclisinin təşkil etdiyi görüşdə nitqi – Rəşid Behbudov adına Mahnı Teatrı, 8 mart 1997-ci il Nyu-Yorkda Minilliyin zirvə görüşündə Azərbaycan Respublikasının Prezidenti Heydər Əliyevin çıxışı – 7 sentyabr 2000-ci il BMT Baş Məclisinin 49-cu sessiyasında Azərbaycan Respublikasının Prezidenti Heydər Əliyevin çıxışı – Nyu-York, 29 sentyabr 1994-cü il Azərbaycan Prezidenti Heydər Əliyevin 31 mart Azərbaycanlıların Soyqırımı Günü münasibəti ilə Azərbaycan xalqına müraciəti – Bakı şəhəri, 27 mart 2003-cü il Azərbaycan Respublikasının Prezidenti Heydər Əliyevin 31 mart – Azərbaycanlıların Soyqırımı günü münasibətilə Azərbaycan xalqına müraciəti – 27 mart 2002-ci il Azərbaycan Respublikasının Prezidenti Heydər Əliyevin 31 mart – Azərbaycanlıların Soyqırımı günü münasibətilə Azərbaycan xalqına müraciəti – Bakı şəhəri, 29 mart 2000-ci il 31 Mart – Azərbaycanlıların Soyqırımı günü münasibətilə Azərbaycan Respublikasının Prezidenti Heydər Əliyevin Azərbaycan xalqına müraciəti – 30 mart 1999-cu il Xocalı soyqırımının dördüncü ildönümü ilə əlaqədar Xocalı sakinlərinin bir qrupu ilə görüşdə Azərbaycan Prezidenti Heydər Əliyevin giriş sözü – Prezident sarayı, 24 fevral 1996-cı il Xocalı soyqırımının dördüncü ildönümü ilə əlaqədar Xocalı sakinlərinin bir qrupu ilə görüşdə Azərbaycan Prezidenti Heydər Əliyevin giriş sözü – Prezident sarayı, 24 fevral 1996-cı il Xocalı soyqırımının dördüncü ildönümü ilə əlaqədar Azərbaycan Prezidenti Heydər Əliyevin Azərbaycan xalqına müraciəti – 24 fevral 1996-cı il Azərbaycan Respublikasının Prezidenti Heydər Əliyevin Xocalı soyqırımının üçüncü ildönümü ilə əlaqədar keçirilən mərasimdə çıxışı – Təzəpir məscidi, 26 fevral 1995-ci il Azərbaycan Respublikasının Prezidenti Heydər Əliyevin Xocalı soyqırımının üçüncü ildönümü ilə əlaqədar Azərbaycan xalqına müraciəti – 25 fevral 1995-ci il Xocalı soyqırımı qurbanlarının ailələrinə – 1 mart 1994-cü il 1905.az Kitabı elkhan-suleymanov.az Şamaxının millət vəkili ( 2010-2020 ) Elxan Süleymanovun fərdi veb saytı Sənədlər Xəritələr Nəşrlər Kitab rəfi HƏVƏNGDƏSTƏ xocalı soyqırımı shahdagpeoples.az Ermənilərin 'gəliş'i B.İşxanyan: “Qarabağda yaşayan ermənilərin bir hissəsi qədim albanların nəsli – yerli əhalidir, o biri hissəsi isə Türkiyə və İraqdan olan qaçqınlardır” Manuk Abeqyan, tanınmış ədəbiyyatşünas, dilçi, folklorşünas, akademik: “…erməni xalqının kökləri haradadır, buraya necə, nə vaxt, haradan və hansı yollarla gəlib… Bizdə bunun dəqiq və aydın sübutları yoxdur”. Xocalının Seyidbəyli və Daşbulaq kəndlərinə növbəti köç karvanı yola salınıb İşğaldan azad edilmiş ərazilərə Prezident İlham Əliyevin tapşırığına uyğun olaraq Böyük Qayıdış davam etdirilir. Birinci Manşet Prezident İlham Əliyev Qubadlının işğaldan azad olunmasının ildönümü ilə bağlı paylaşım edib Azərbaycan Respublikasının Prezidenti İlham Əliyev Qubadlının işğaldan azad edilməsinin ildönümü ilə bağlı sosial şəbəkə hesablarında video paylaşıb. Ermənilərin Bakıdan başlanan vəhşilikləri Azərbaycanı və indiki Ermənistan ərazisindəki Azərbaycan kəndlərini əhatə etdi... Azərbaycan Respublikasının Prezidenti Heydər Əliyevin “Azərbaycanlıların soyqırımı haqqında” 26 mart 1998-ci il tarixli fərmanından Azərbaycanda təhsil: dünən, bu gün, sabah Diskussiya klubu 20 Yanvar- Əsrin dörddə biri keçdi XOCALI BİZİM TƏHSİL ERMƏNİSTANIN AZƏRBAYCANA TƏCAVÜZÜNÜN EKOLOJİ FƏSADLARI Bizim rubrikalar Tarixi Azərbaycan Azərbaycan Xalq Cümhuriyyəti Bizim sənətçi Ramana ətirli mozaika- MÜSAHİBƏ Bukinist Mendel “Siyasi kommunikasiya” kitabı çapdan çıxıb Irs XANƏGAHDA MƏSCİD DAĞILIR… Söz Ziyallı sözü Wallpaper Məlik Əjdər türbəsi, Laçın rayonu İnfoqrafika İşğaldan azad edilmiş ərazilərdə ötən ay aşkarlanan minaların sayı ARAŞDIRMA Qədim Qəbələnin yeraltı dünyasının bələdçisi Şəbəkə BİZİM EVİMİZİ YIXAN PAFOS OLDU Foto qalereya Payızın sakitliyi və dirçəlişin səsi: Cəbrayıl – Turistlərin yeni məkanı Bədii qiraət müsabiqəsi Faiq İsmayılov: Ermənilərin Xankəndi cinayətləri Ermənilərin Xankəndi cinayətləri Ermənistandan kənarda ermənilik – II hissə Yazının əvvəlinə buradan baxa bilərsiniz.",129.49,187,100,54140
82,1937.az,You can email the site owner to let them know you were blocked. Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page.,29.05,0,100,1040
83,1945.az,Website could not be accessed or has no visible text.,0.0,0,0,0
84,19tti.az,"ANA SƏHİFƏ - 19 saylı Tikinti Təmir İdarəsi 19 SAYLI / TİKİNTİ TƏMİR İDARƏSİ Xəyallarınızı gerçəkləşdİrİn Yenİ Dİzayn / Geniş Baxış Dİqqət çəkən, daha müasİr BİZİM UĞURUMUZ / Üzərində İşlədiyimiz Hər Layihə Həmİşə fərqlənən, seçİlən olub Baş Ofİs Bakı şəhəri, Ələsgər Qayıbov küç. 17 Telefon +994 10 209 00 19 Sosİal 19 saylı Tİkİntİ Təmİr İdarəsİ Sizinlə İşləməkdən qürur duyuruq Daha Ətraflı Bİz Nə Edİrİk?",62.57,10,100,2615
85,1bank.az,Website could not be accessed or has no visible text.,0.0,0,0,0
86,1bax.az,Website could not be accessed or has no visible text.,0.0,0,0,0
87,1box.az,"OneBox | Trade&Logistics Павильон 9, Стенд № 9E-48 Приглашаем посетить наш стенд на выставке ""TransLogistica Kazakhstan 2025"" Преимущество 4PL Поэтому мы ваш лучший партнер Стратегическое расположение Азербайджана Поэтому мы ваш лучший партнер 5 стратегических филиала (Россия, Турция, Грузия, Иран, ОАЭ) Поэтому мы ваш лучший партнер Быстрый ответ на запросы Поэтому мы ваш лучший партнер Высокое качество Поэтому мы ваш лучший партнер Быстрая доставка по всей Европе и Азии Поэтому мы ваш лучший партнер Услуги Услуги Транспортные услуги 01 Железнодорожные перевозки 02 Морские перевозки 03 Контейнерные перевозки 04 Мультимодальные перевозки 05 Экспедирование грузов 06 Экспорт-Импорт 07 Предоставление погрузочно-разгрузочных работ 08 Предоставление подвижного состава 09 Слежение грузов О нас О нас Познакомьтесь с логистической компанией OneBox Читать далее Континенты 0 Ежемесячные контейнеры 0 Ежемесячный тоннаж груза 0 Функции Как мы работаем Преимущества компании Onebox 01 /03 Наши видение и миссия ""One Box Logistics"" занимается улучшением текущего состояния международной торговли. Выбор сотрудничества с нами дает вам непосредственный опыт этих разработок.",32.5,38,100,3356
